fact_id,variant_id,question,original_question,controlled_question,correct_answer,possible_answers,type
fact_0017,leading_space,"Question:  In what city was Gintautas Umaras born?
Answer:",In what city was Gintautas Umaras born?, In what city was Gintautas Umaras born?,Kaunas,"[""Kaunas"", ""Kovno"", ""Kovne"", ""Kovna"", ""Kowno"", ""Kauen""]",place of birth
fact_0017,trailing_space,"Question: In what city was Gintautas Umaras born? 
Answer:",In what city was Gintautas Umaras born?,In what city was Gintautas Umaras born? ,Kaunas,"[""Kaunas"", ""Kovno"", ""Kovne"", ""Kovna"", ""Kowno"", ""Kauen""]",place of birth
fact_0017,space_before_qmark,"Question: In what city was Gintautas Umaras born ?
Answer:",In what city was Gintautas Umaras born?,In what city was Gintautas Umaras born ?,Kaunas,"[""Kaunas"", ""Kovno"", ""Kovne"", ""Kovna"", ""Kowno"", ""Kauen""]",place of birth
fact_0017,no_qmark,"Question: In what city was Gintautas Umaras born
Answer:",In what city was Gintautas Umaras born?,In what city was Gintautas Umaras born,Kaunas,"[""Kaunas"", ""Kovno"", ""Kovne"", ""Kovna"", ""Kowno"", ""Kauen""]",place of birth
fact_0017,lower_first_char,"Question: in what city was Gintautas Umaras born?
Answer:",In what city was Gintautas Umaras born?,in what city was Gintautas Umaras born?,Kaunas,"[""Kaunas"", ""Kovno"", ""Kovne"", ""Kovna"", ""Kowno"", ""Kauen""]",place of birth
fact_0017,double_first_space,"Question: In  what city was Gintautas Umaras born?
Answer:",In what city was Gintautas Umaras born?,In  what city was Gintautas Umaras born?,Kaunas,"[""Kaunas"", ""Kovno"", ""Kovne"", ""Kovna"", ""Kowno"", ""Kauen""]",place of birth
fact_0018,original,"Question: Who is the author of Detective?
Answer:",Who is the author of Detective?,Who is the author of Detective?,Arthur Hailey,"[""Arthur Hailey"", ""Arthur Frederick Hailey""]",author
fact_0018,leading_space,"Question:  Who is the author of Detective?
Answer:",Who is the author of Detective?, Who is the author of Detective?,Arthur Hailey,"[""Arthur Hailey"", ""Arthur Frederick Hailey""]",author
fact_0018,trailing_space,"Question: Who is the author of Detective? 
Answer:",Who is the author of Detective?,Who is the author of Detective? ,Arthur Hailey,"[""Arthur Hailey"", ""Arthur Frederick Hailey""]",author
fact_0018,space_before_qmark,"Question: Who is the author of Detective ?
Answer:",Who is the author of Detective?,Who is the author of Detective ?,Arthur Hailey,"[""Arthur Hailey"", ""Arthur Frederick Hailey""]",author
fact_0018,no_qmark,"Question: Who is the author of Detective
Answer:",Who is the author of Detective?,Who is the author of Detective,Arthur Hailey,"[""Arthur Hailey"", ""Arthur Frederick Hailey""]",author
fact_0018,lower_first_char,"Question: who is the author of Detective?
Answer:",Who is the author of Detective?,who is the author of Detective?,Arthur Hailey,"[""Arthur Hailey"", ""Arthur Frederick Hailey""]",author
fact_0018,double_first_space,"Question: Who  is the author of Detective?
Answer:",Who is the author of Detective?,Who  is the author of Detective?,Arthur Hailey,"[""Arthur Hailey"", ""Arthur Frederick Hailey""]",author
fact_0019,original,"Question: Who was the composer of Imagine?
Answer:",Who was the composer of Imagine?,Who was the composer of Imagine?,John Lennon,"[""John Lennon"", ""John Winston Ono Lennon"", ""John Winston Lennon"", ""Lennon John"", ""John Ono Lennon""]",composer
fact_0019,leading_space,"Question:  Who was the composer of Imagine?
Answer:",Who was the composer of Imagine?, Who was the composer of Imagine?,John Lennon,"[""John Lennon"", ""John Winston Ono Lennon"", ""John Winston Lennon"", ""Lennon John"", ""John Ono Lennon""]",composer
fact_0019,trailing_space,"Question: Who was the composer of Imagine? 
Answer:",Who was the composer of Imagine?,Who was the composer of Imagine? ,John Lennon,"[""John Lennon"", ""John Winston Ono Lennon"", ""John Winston Lennon"", ""Lennon John"", ""John Ono Lennon""]",composer
fact_0019,space_before_qmark,"Question: Who was the composer of Imagine ?
Answer:",Who was the composer of Imagine?,Who was the composer of Imagine ?,John Lennon,"[""John Lennon"", ""John Winston Ono Lennon"", ""John Winston Lennon"", ""Lennon John"", ""John Ono Lennon""]",composer
fact_0019,no_qmark,"Question: Who was the composer of Imagine
Answer:",Who was the composer of Imagine?,Who was the composer of Imagine,John Lennon,"[""John Lennon"", ""John Winston Ono Lennon"", ""John Winston Lennon"", ""Lennon John"", ""John Ono Lennon""]",composer
fact_0019,lower_first_char,"Question: who was the composer of Imagine?
Answer:",Who was the composer of Imagine?,who was the composer of Imagine?,John Lennon,"[""John Lennon"", ""John Winston Ono Lennon"", ""John Winston Lennon"", ""Lennon John"", ""John Ono Lennon""]",composer
fact_0019,double_first_space,"Question: Who  was the composer of Imagine?
Answer:",Who was the composer of Imagine?,Who  was the composer of Imagine?,John Lennon,"[""John Lennon"", ""John Winston Ono Lennon"", ""John Winston Lennon"", ""Lennon John"", ""John Ono Lennon""]",composer
fact_0020,original,"Question: In what city was Kalevi Kull born?
Answer:",In what city was Kalevi Kull born?,In what city was Kalevi Kull born?,Tartu,"[""Tartu"", ""Dorpat"", ""Dörpt"", ""Derpt"", ""Tarbatu"", ""Jurjev"", ""Tartto"", ""Tartus""]",place of birth
fact_0020,leading_space,"Question:  In what city was Kalevi Kull born?
Answer:",In what city was Kalevi Kull born?, In what city was Kalevi Kull born?,Tartu,"[""Tartu"", ""Dorpat"", ""Dörpt"", ""Derpt"", ""Tarbatu"", ""Jurjev"", ""Tartto"", ""Tartus""]",place of birth
fact_0020,trailing_space,"Question: In what city was Kalevi Kull born? 
Answer:",In what city was Kalevi Kull born?,In what city was Kalevi Kull born? ,Tartu,"[""Tartu"", ""Dorpat"", ""Dörpt"", ""Derpt"", ""Tarbatu"", ""Jurjev"", ""Tartto"", ""Tartus""]",place of birth
fact_0020,space_before_qmark,"Question: In what city was Kalevi Kull born ?
Answer:",In what city was Kalevi Kull born?,In what city was Kalevi Kull born ?,Tartu,"[""Tartu"", ""Dorpat"", ""Dörpt"", ""Derpt"", ""Tarbatu"", ""Jurjev"", ""Tartto"", ""Tartus""]",place of birth
fact_0020,no_qmark,"Question: In what city was Kalevi Kull born
Answer:",In what city was Kalevi Kull born?,In what city was Kalevi Kull born,Tartu,"[""Tartu"", ""Dorpat"", ""Dörpt"", ""Derpt"", ""Tarbatu"", ""Jurjev"", ""Tartto"", ""Tartus""]",place of birth
fact_0020,lower_first_char,"Question: in what city was Kalevi Kull born?
Answer:",In what city was Kalevi Kull born?,in what city was Kalevi Kull born?,Tartu,"[""Tartu"", ""Dorpat"", ""Dörpt"", ""Derpt"", ""Tarbatu"", ""Jurjev"", ""Tartto"", ""Tartus""]",place of birth
fact_0020,double_first_space,"Question: In  what city was Kalevi Kull born?
Answer:",In what city was Kalevi Kull born?,In  what city was Kalevi Kull born?,Tartu,"[""Tartu"", ""Dorpat"", ""Dörpt"", ""Derpt"", ""Tarbatu"", ""Jurjev"", ""Tartto"", ""Tartus""]",place of birth
fact_0021,original,"Question: Who was the composer of Fame?
Answer:",Who was the composer of Fame?,Who was the composer of Fame?,Michael Gore,"[""Michael Gore""]",composer
fact_0021,leading_space,"Question:  Who was the composer of Fame?
Answer:",Who was the composer of Fame?, Who was the composer of Fame?,Michael Gore,"[""Michael Gore""]",composer
fact_0021,trailing_space,"Question: Who was the composer of Fame? 
Answer:",Who was the composer of Fame?,Who was the composer of Fame? ,Michael Gore,"[""Michael Gore""]",composer
fact_0021,space_before_qmark,"Question: Who was the composer of Fame ?
Answer:",Who was the composer of Fame?,Who was the composer of Fame ?,Michael Gore,"[""Michael Gore""]",composer
fact_0021,no_qmark,"Question: Who was the composer of Fame
Answer:",Who was the composer of Fame?,Who was the composer of Fame,Michael Gore,"[""Michael Gore""]",composer
fact_0021,lower_first_char,"Question: who was the composer of Fame?
Answer:",Who was the composer of Fame?,who was the composer of Fame?,Michael Gore,"[""Michael Gore""]",composer
fact_0021,double_first_space,"Question: Who  was the composer of Fame?
Answer:",Who was the composer of Fame?,Who  was the composer of Fame?,Michael Gore,"[""Michael Gore""]",composer
fact_0022,original,"Question: Who is the author of Memory?
Answer:",Who is the author of Memory?,Who is the author of Memory?,Poul Anderson,"[""Poul Anderson"", ""Poul William Anderson"", ""Winston P. Sanders"", ""A. A. Craig"", ""Michael Karageorge"", ""Petronius Arbiter Kingsley"", ""P. A. Kingsley""]",author
fact_0022,leading_space,"Question:  Who is the author of Memory?
Answer:",Who is the author of Memory?, Who is the author of Memory?,Poul Anderson,"[""Poul Anderson"", ""Poul William Anderson"", ""Winston P. Sanders"", ""A. A. Craig"", ""Michael Karageorge"", ""Petronius Arbiter Kingsley"", ""P. A. Kingsley""]",author
fact_0022,trailing_space,"Question: Who is the author of Memory? 
Answer:",Who is the author of Memory?,Who is the author of Memory? ,Poul Anderson,"[""Poul Anderson"", ""Poul William Anderson"", ""Winston P. Sanders"", ""A. A. Craig"", ""Michael Karageorge"", ""Petronius Arbiter Kingsley"", ""P. A. Kingsley""]",author
fact_0022,space_before_qmark,"Question: Who is the author of Memory ?
Answer:",Who is the author of Memory?,Who is the author of Memory ?,Poul Anderson,"[""Poul Anderson"", ""Poul William Anderson"", ""Winston P. Sanders"", ""A. A. Craig"", ""Michael Karageorge"", ""Petronius Arbiter Kingsley"", ""P. A. Kingsley""]",author
fact_0022,no_qmark,"Question: Who is the author of Memory
Answer:",Who is the author of Memory?,Who is the author of Memory,Poul Anderson,"[""Poul Anderson"", ""Poul William Anderson"", ""Winston P. Sanders"", ""A. A. Craig"", ""Michael Karageorge"", ""Petronius Arbiter Kingsley"", ""P. A. Kingsley""]",author
fact_0022,lower_first_char,"Question: who is the author of Memory?
Answer:",Who is the author of Memory?,who is the author of Memory?,Poul Anderson,"[""Poul Anderson"", ""Poul William Anderson"", ""Winston P. Sanders"", ""A. A. Craig"", ""Michael Karageorge"", ""Petronius Arbiter Kingsley"", ""P. A. Kingsley""]",author
fact_0022,double_first_space,"Question: Who  is the author of Memory?
Answer:",Who is the author of Memory?,Who  is the author of Memory?,Poul Anderson,"[""Poul Anderson"", ""Poul William Anderson"", ""Winston P. Sanders"", ""A. A. Craig"", ""Michael Karageorge"", ""Petronius Arbiter Kingsley"", ""P. A. Kingsley""]",author
fact_0023,original,"Question: Who was the director of Alone?
Answer:",Who was the director of Alone?,Who was the director of Alone?,Parkpoom Wongpoom,"[""Parkpoom Wongpoom"", ""Banjong Pisanthanakun"", ""Bangjong Pisanthanakun""]",director
fact_0023,leading_space,"Question:  Who was the director of Alone?
Answer:",Who was the director of Alone?, Who was the director of Alone?,Parkpoom Wongpoom,"[""Parkpoom Wongpoom"", ""Banjong Pisanthanakun"", ""Bangjong Pisanthanakun""]",director
fact_0023,trailing_space,"Question: Who was the director of Alone? 
Answer:",Who was the director of Alone?,Who was the director of Alone? ,Parkpoom Wongpoom,"[""Parkpoom Wongpoom"", ""Banjong Pisanthanakun"", ""Bangjong Pisanthanakun""]",director
fact_0023,space_before_qmark,"Question: Who was the director of Alone ?
Answer:",Who was the director of Alone?,Who was the director of Alone ?,Parkpoom Wongpoom,"[""Parkpoom Wongpoom"", ""Banjong Pisanthanakun"", ""Bangjong Pisanthanakun""]",director
fact_0023,no_qmark,"Question: Who was the director of Alone
Answer:",Who was the director of Alone?,Who was the director of Alone,Parkpoom Wongpoom,"[""Parkpoom Wongpoom"", ""Banjong Pisanthanakun"", ""Bangjong Pisanthanakun""]",director
fact_0023,lower_first_char,"Question: who was the director of Alone?
Answer:",Who was the director of Alone?,who was the director of Alone?,Parkpoom Wongpoom,"[""Parkpoom Wongpoom"", ""Banjong Pisanthanakun"", ""Bangjong Pisanthanakun""]",director
fact_0023,double_first_space,"Question: Who  was the director of Alone?
Answer:",Who was the director of Alone?,Who  was the director of Alone?,Parkpoom Wongpoom,"[""Parkpoom Wongpoom"", ""Banjong Pisanthanakun"", ""Bangjong Pisanthanakun""]",director
fact_0024,original,"Question: Who is the father of Kim Kardashian?
Answer:",Who is the father of Kim Kardashian?,Who is the father of Kim Kardashian?,Robert Kardashian,"[""Robert Kardashian"", ""Robert George Kardashian"", ""Rob Kardashian""]",father
fact_0024,leading_space,"Question:  Who is the father of Kim Kardashian?
Answer:",Who is the father of Kim Kardashian?, Who is the father of Kim Kardashian?,Robert Kardashian,"[""Robert Kardashian"", ""Robert George Kardashian"", ""Rob Kardashian""]",father
fact_0024,trailing_space,"Question: Who is the father of Kim Kardashian? 
Answer:",Who is the father of Kim Kardashian?,Who is the father of Kim Kardashian? ,Robert Kardashian,"[""Robert Kardashian"", ""Robert George Kardashian"", ""Rob Kardashian""]",father
fact_0024,space_before_qmark,"Question: Who is the father of Kim Kardashian ?
Answer:",Who is the father of Kim Kardashian?,Who is the father of Kim Kardashian ?,Robert Kardashian,"[""Robert Kardashian"", ""Robert George Kardashian"", ""Rob Kardashian""]",father
fact_0024,no_qmark,"Question: Who is the father of Kim Kardashian
Answer:",Who is the father of Kim Kardashian?,Who is the father of Kim Kardashian,Robert Kardashian,"[""Robert Kardashian"", ""Robert George Kardashian"", ""Rob Kardashian""]",father
fact_0024,lower_first_char,"Question: who is the father of Kim Kardashian?
Answer:",Who is the father of Kim Kardashian?,who is the father of Kim Kardashian?,Robert Kardashian,"[""Robert Kardashian"", ""Robert George Kardashian"", ""Rob Kardashian""]",father
fact_0024,double_first_space,"Question: Who  is the father of Kim Kardashian?
Answer:",Who is the father of Kim Kardashian?,Who  is the father of Kim Kardashian?,Robert Kardashian,"[""Robert Kardashian"", ""Robert George Kardashian"", ""Rob Kardashian""]",father
fact_0025,original,"Question: Who was the director of Redemption?
Answer:",Who was the director of Redemption?,Who was the director of Redemption?,Jon Alpert,"[""Jon Alpert""]",director
fact_0025,leading_space,"Question:  Who was the director of Redemption?
Answer:",Who was the director of Redemption?, Who was the director of Redemption?,Jon Alpert,"[""Jon Alpert""]",director
fact_0025,trailing_space,"Question: Who was the director of Redemption? 
Answer:",Who was the director of Redemption?,Who was the director of Redemption? ,Jon Alpert,"[""Jon Alpert""]",director
fact_0025,space_before_qmark,"Question: Who was the director of Redemption ?
Answer:",Who was the director of Redemption?,Who was the director of Redemption ?,Jon Alpert,"[""Jon Alpert""]",director
fact_0025,no_qmark,"Question: Who was the director of Redemption
Answer:",Who was the director of Redemption?,Who was the director of Redemption,Jon Alpert,"[""Jon Alpert""]",director
fact_0025,lower_first_char,"Question: who was the director of Redemption?
Answer:",Who was the director of Redemption?,who was the director of Redemption?,Jon Alpert,"[""Jon Alpert""]",director
fact_0025,double_first_space,"Question: Who  was the director of Redemption?
Answer:",Who was the director of Redemption?,Who  was the director of Redemption?,Jon Alpert,"[""Jon Alpert""]",director
fact_0026,original,"Question: Who was the producer of Hot Rats?
Answer:",Who was the producer of Hot Rats?,Who was the producer of Hot Rats?,Frank Zappa,"[""Frank Zappa"", ""Frank Vincent Zappa""]",producer
fact_0026,leading_space,"Question:  Who was the producer of Hot Rats?
Answer:",Who was the producer of Hot Rats?, Who was the producer of Hot Rats?,Frank Zappa,"[""Frank Zappa"", ""Frank Vincent Zappa""]",producer
fact_0026,trailing_space,"Question: Who was the producer of Hot Rats? 
Answer:",Who was the producer of Hot Rats?,Who was the producer of Hot Rats? ,Frank Zappa,"[""Frank Zappa"", ""Frank Vincent Zappa""]",producer
fact_0026,space_before_qmark,"Question: Who was the producer of Hot Rats ?
Answer:",Who was the producer of Hot Rats?,Who was the producer of Hot Rats ?,Frank Zappa,"[""Frank Zappa"", ""Frank Vincent Zappa""]",producer
fact_0026,no_qmark,"Question: Who was the producer of Hot Rats
Answer:",Who was the producer of Hot Rats?,Who was the producer of Hot Rats,Frank Zappa,"[""Frank Zappa"", ""Frank Vincent Zappa""]",producer
fact_0026,lower_first_char,"Question: who was the producer of Hot Rats?
Answer:",Who was the producer of Hot Rats?,who was the producer of Hot Rats?,Frank Zappa,"[""Frank Zappa"", ""Frank Vincent Zappa""]",producer
fact_0026,double_first_space,"Question: Who  was the producer of Hot Rats?
Answer:",Who was the producer of Hot Rats?,Who  was the producer of Hot Rats?,Frank Zappa,"[""Frank Zappa"", ""Frank Vincent Zappa""]",producer
fact_0027,original,"Question: Who was the composer of Annie?
Answer:",Who was the composer of Annie?,Who was the composer of Annie?,Charles Strouse,"[""Charles Strouse""]",composer
fact_0027,leading_space,"Question:  Who was the composer of Annie?
Answer:",Who was the composer of Annie?, Who was the composer of Annie?,Charles Strouse,"[""Charles Strouse""]",composer
fact_0027,trailing_space,"Question: Who was the composer of Annie? 
Answer:",Who was the composer of Annie?,Who was the composer of Annie? ,Charles Strouse,"[""Charles Strouse""]",composer
fact_0027,space_before_qmark,"Question: Who was the composer of Annie ?
Answer:",Who was the composer of Annie?,Who was the composer of Annie ?,Charles Strouse,"[""Charles Strouse""]",composer
fact_0027,no_qmark,"Question: Who was the composer of Annie
Answer:",Who was the composer of Annie?,Who was the composer of Annie,Charles Strouse,"[""Charles Strouse""]",composer
fact_0027,lower_first_char,"Question: who was the composer of Annie?
Answer:",Who was the composer of Annie?,who was the composer of Annie?,Charles Strouse,"[""Charles Strouse""]",composer
fact_0027,double_first_space,"Question: Who  was the composer of Annie?
Answer:",Who was the composer of Annie?,Who  was the composer of Annie?,Charles Strouse,"[""Charles Strouse""]",composer
fact_0028,original,"Question: Who is the father of Alexander Graham Bell?
Answer:",Who is the father of Alexander Graham Bell?,Who is the father of Alexander Graham Bell?,Alexander Melville Bell,"[""Alexander Melville Bell""]",father
fact_0028,leading_space,"Question:  Who is the father of Alexander Graham Bell?
Answer:",Who is the father of Alexander Graham Bell?, Who is the father of Alexander Graham Bell?,Alexander Melville Bell,"[""Alexander Melville Bell""]",father
fact_0028,trailing_space,"Question: Who is the father of Alexander Graham Bell? 
Answer:",Who is the father of Alexander Graham Bell?,Who is the father of Alexander Graham Bell? ,Alexander Melville Bell,"[""Alexander Melville Bell""]",father
fact_0028,space_before_qmark,"Question: Who is the father of Alexander Graham Bell ?
Answer:",Who is the father of Alexander Graham Bell?,Who is the father of Alexander Graham Bell ?,Alexander Melville Bell,"[""Alexander Melville Bell""]",father
fact_0028,no_qmark,"Question: Who is the father of Alexander Graham Bell
Answer:",Who is the father of Alexander Graham Bell?,Who is the father of Alexander Graham Bell,Alexander Melville Bell,"[""Alexander Melville Bell""]",father
fact_0028,lower_first_char,"Question: who is the father of Alexander Graham Bell?
Answer:",Who is the father of Alexander Graham Bell?,who is the father of Alexander Graham Bell?,Alexander Melville Bell,"[""Alexander Melville Bell""]",father
fact_0028,double_first_space,"Question: Who  is the father of Alexander Graham Bell?
Answer:",Who is the father of Alexander Graham Bell?,Who  is the father of Alexander Graham Bell?,Alexander Melville Bell,"[""Alexander Melville Bell""]",father
fact_0029,original,"Question: Who was the producer of Human Nature?
Answer:",Who was the producer of Human Nature?,Who was the producer of Human Nature?,Quincy Jones,"[""Quincy Jones"", ""Q"", ""Quincy"", ""Quincy Delight Jones Jr."", ""Quincy Jones Jr.""]",producer
fact_0029,leading_space,"Question:  Who was the producer of Human Nature?
Answer:",Who was the producer of Human Nature?, Who was the producer of Human Nature?,Quincy Jones,"[""Quincy Jones"", ""Q"", ""Quincy"", ""Quincy Delight Jones Jr."", ""Quincy Jones Jr.""]",producer
fact_0029,trailing_space,"Question: Who was the producer of Human Nature? 
Answer:",Who was the producer of Human Nature?,Who was the producer of Human Nature? ,Quincy Jones,"[""Quincy Jones"", ""Q"", ""Quincy"", ""Quincy Delight Jones Jr."", ""Quincy Jones Jr.""]",producer
fact_0029,space_before_qmark,"Question: Who was the producer of Human Nature ?
Answer:",Who was the producer of Human Nature?,Who was the producer of Human Nature ?,Quincy Jones,"[""Quincy Jones"", ""Q"", ""Quincy"", ""Quincy Delight Jones Jr."", ""Quincy Jones Jr.""]",producer
fact_0029,no_qmark,"Question: Who was the producer of Human Nature
Answer:",Who was the producer of Human Nature?,Who was the producer of Human Nature,Quincy Jones,"[""Quincy Jones"", ""Q"", ""Quincy"", ""Quincy Delight Jones Jr."", ""Quincy Jones Jr.""]",producer
fact_0029,lower_first_char,"Question: who was the producer of Human Nature?
Answer:",Who was the producer of Human Nature?,who was the producer of Human Nature?,Quincy Jones,"[""Quincy Jones"", ""Q"", ""Quincy"", ""Quincy Delight Jones Jr."", ""Quincy Jones Jr.""]",producer
fact_0029,double_first_space,"Question: Who  was the producer of Human Nature?
Answer:",Who was the producer of Human Nature?,Who  was the producer of Human Nature?,Quincy Jones,"[""Quincy Jones"", ""Q"", ""Quincy"", ""Quincy Delight Jones Jr."", ""Quincy Jones Jr.""]",producer
fact_0030,original,"Question: Who is the father of Carl Valentin Falsen?
Answer:",Who is the father of Carl Valentin Falsen?,Who is the father of Carl Valentin Falsen?,Enevold De Falsen,"[""Enevold De Falsen""]",father
fact_0030,leading_space,"Question:  Who is the father of Carl Valentin Falsen?
Answer:",Who is the father of Carl Valentin Falsen?, Who is the father of Carl Valentin Falsen?,Enevold De Falsen,"[""Enevold De Falsen""]",father
fact_0030,trailing_space,"Question: Who is the father of Carl Valentin Falsen? 
Answer:",Who is the father of Carl Valentin Falsen?,Who is the father of Carl Valentin Falsen? ,Enevold De Falsen,"[""Enevold De Falsen""]",father
fact_0030,space_before_qmark,"Question: Who is the father of Carl Valentin Falsen ?
Answer:",Who is the father of Carl Valentin Falsen?,Who is the father of Carl Valentin Falsen ?,Enevold De Falsen,"[""Enevold De Falsen""]",father
fact_0030,no_qmark,"Question: Who is the father of Carl Valentin Falsen
Answer:",Who is the father of Carl Valentin Falsen?,Who is the father of Carl Valentin Falsen,Enevold De Falsen,"[""Enevold De Falsen""]",father
fact_0030,lower_first_char,"Question: who is the father of Carl Valentin Falsen?
Answer:",Who is the father of Carl Valentin Falsen?,who is the father of Carl Valentin Falsen?,Enevold De Falsen,"[""Enevold De Falsen""]",father
fact_0030,double_first_space,"Question: Who  is the father of Carl Valentin Falsen?
Answer:",Who is the father of Carl Valentin Falsen?,Who  is the father of Carl Valentin Falsen?,Enevold De Falsen,"[""Enevold De Falsen""]",father
fact_0031,original,"Question: Who is the father of David I of Scotland?
Answer:",Who is the father of David I of Scotland?,Who is the father of David I of Scotland?,Malcolm III of Scotland,"[""Malcolm III of Scotland"", ""Malcolm Canmore""]",father
fact_0031,leading_space,"Question:  Who is the father of David I of Scotland?
Answer:",Who is the father of David I of Scotland?, Who is the father of David I of Scotland?,Malcolm III of Scotland,"[""Malcolm III of Scotland"", ""Malcolm Canmore""]",father
fact_0031,trailing_space,"Question: Who is the father of David I of Scotland? 
Answer:",Who is the father of David I of Scotland?,Who is the father of David I of Scotland? ,Malcolm III of Scotland,"[""Malcolm III of Scotland"", ""Malcolm Canmore""]",father
fact_0031,space_before_qmark,"Question: Who is the father of David I of Scotland ?
Answer:",Who is the father of David I of Scotland?,Who is the father of David I of Scotland ?,Malcolm III of Scotland,"[""Malcolm III of Scotland"", ""Malcolm Canmore""]",father
fact_0031,no_qmark,"Question: Who is the father of David I of Scotland
Answer:",Who is the father of David I of Scotland?,Who is the father of David I of Scotland,Malcolm III of Scotland,"[""Malcolm III of Scotland"", ""Malcolm Canmore""]",father
fact_0031,lower_first_char,"Question: who is the father of David I of Scotland?
Answer:",Who is the father of David I of Scotland?,who is the father of David I of Scotland?,Malcolm III of Scotland,"[""Malcolm III of Scotland"", ""Malcolm Canmore""]",father
fact_0031,double_first_space,"Question: Who  is the father of David I of Scotland?
Answer:",Who is the father of David I of Scotland?,Who  is the father of David I of Scotland?,Malcolm III of Scotland,"[""Malcolm III of Scotland"", ""Malcolm Canmore""]",father
fact_0032,original,"Question: In what city was Frederick George Bromberg born?
Answer:",In what city was Frederick George Bromberg born?,In what city was Frederick George Bromberg born?,New York City,"[""New York City"", ""NYC"", ""New York"", ""the five boroughs"", ""Big Apple"", ""City of New York"", ""NY City"", ""New York, New York"", ""New York City, New York"", ""New York, NY"", ""New York City (NYC)""]",place of birth
fact_0032,leading_space,"Question:  In what city was Frederick George Bromberg born?
Answer:",In what city was Frederick George Bromberg born?, In what city was Frederick George Bromberg born?,New York City,"[""New York City"", ""NYC"", ""New York"", ""the five boroughs"", ""Big Apple"", ""City of New York"", ""NY City"", ""New York, New York"", ""New York City, New York"", ""New York, NY"", ""New York City (NYC)""]",place of birth
fact_0032,trailing_space,"Question: In what city was Frederick George Bromberg born? 
Answer:",In what city was Frederick George Bromberg born?,In what city was Frederick George Bromberg born? ,New York City,"[""New York City"", ""NYC"", ""New York"", ""the five boroughs"", ""Big Apple"", ""City of New York"", ""NY City"", ""New York, New York"", ""New York City, New York"", ""New York, NY"", ""New York City (NYC)""]",place of birth
fact_0032,space_before_qmark,"Question: In what city was Frederick George Bromberg born ?
Answer:",In what city was Frederick George Bromberg born?,In what city was Frederick George Bromberg born ?,New York City,"[""New York City"", ""NYC"", ""New York"", ""the five boroughs"", ""Big Apple"", ""City of New York"", ""NY City"", ""New York, New York"", ""New York City, New York"", ""New York, NY"", ""New York City (NYC)""]",place of birth
fact_0032,no_qmark,"Question: In what city was Frederick George Bromberg born
Answer:",In what city was Frederick George Bromberg born?,In what city was Frederick George Bromberg born,New York City,"[""New York City"", ""NYC"", ""New York"", ""the five boroughs"", ""Big Apple"", ""City of New York"", ""NY City"", ""New York, New York"", ""New York City, New York"", ""New York, NY"", ""New York City (NYC)""]",place of birth
fact_0032,lower_first_char,"Question: in what city was Frederick George Bromberg born?
Answer:",In what city was Frederick George Bromberg born?,in what city was Frederick George Bromberg born?,New York City,"[""New York City"", ""NYC"", ""New York"", ""the five boroughs"", ""Big Apple"", ""City of New York"", ""NY City"", ""New York, New York"", ""New York City, New York"", ""New York, NY"", ""New York City (NYC)""]",place of birth
fact_0032,double_first_space,"Question: In  what city was Frederick George Bromberg born?
Answer:",In what city was Frederick George Bromberg born?,In  what city was Frederick George Bromberg born?,New York City,"[""New York City"", ""NYC"", ""New York"", ""the five boroughs"", ""Big Apple"", ""City of New York"", ""NY City"", ""New York, New York"", ""New York City, New York"", ""New York, NY"", ""New York City (NYC)""]",place of birth
fact_0033,original,"Question: Who was the producer of Good Night?
Answer:",Who was the producer of Good Night?,Who was the producer of Good Night?,George Martin,"[""George Martin"", ""Sir George Henry Martin"", ""Sir George Martin""]",producer
fact_0033,leading_space,"Question:  Who was the producer of Good Night?
Answer:",Who was the producer of Good Night?, Who was the producer of Good Night?,George Martin,"[""George Martin"", ""Sir George Henry Martin"", ""Sir George Martin""]",producer
fact_0033,trailing_space,"Question: Who was the producer of Good Night? 
Answer:",Who was the producer of Good Night?,Who was the producer of Good Night? ,George Martin,"[""George Martin"", ""Sir George Henry Martin"", ""Sir George Martin""]",producer
fact_0033,space_before_qmark,"Question: Who was the producer of Good Night ?
Answer:",Who was the producer of Good Night?,Who was the producer of Good Night ?,George Martin,"[""George Martin"", ""Sir George Henry Martin"", ""Sir George Martin""]",producer
fact_0033,no_qmark,"Question: Who was the producer of Good Night
Answer:",Who was the producer of Good Night?,Who was the producer of Good Night,George Martin,"[""George Martin"", ""Sir George Henry Martin"", ""Sir George Martin""]",producer
fact_0033,lower_first_char,"Question: who was the producer of Good Night?
Answer:",Who was the producer of Good Night?,who was the producer of Good Night?,George Martin,"[""George Martin"", ""Sir George Henry Martin"", ""Sir George Martin""]",producer
fact_0033,double_first_space,"Question: Who  was the producer of Good Night?
Answer:",Who was the producer of Good Night?,Who  was the producer of Good Night?,George Martin,"[""George Martin"", ""Sir George Henry Martin"", ""Sir George Martin""]",producer
fact_0034,original,"Question: Who is the father of Philip III of Macedon?
Answer:",Who is the father of Philip III of Macedon?,Who is the father of Philip III of Macedon?,Philip II of Macedon,"[""Philip II of Macedon"", ""King of Macedonia Filippo II"", ""King of Macedonia Philippos II"", ""King of Macedonia Philip II"", ""King of Macedonia Filip II"", ""King of Macedonia Philippus II"", ""Philip of Macedon""]",father
